TABLO-3 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Ön Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
202753167;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Elektronörofizyoloji (ÝÖ) (%50 Ýndirimli);TYT;29;4;177,38423;245,47650;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202753158;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Elektronörofizyoloji (ÝÖ) (Burslu);TYT;4;4;300,76249;302,19527;--;--;--;--;1;0;--;--;--;--;--;--;1;0;--;--
202751762;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (%50 Ýndirimli);TYT;68;68;206,35139;305,71629;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202751753;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (Burslu);TYT;10;10;325,29731;362,31044;--;--;--;--;1;1;287,16830;287,16830;--;--;--;--;2;1;263,84551;263,84551
202790886;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (Ýngilizce) (%50 Ýndirimli);TYT;25;10;175,76996;289,73590;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202790879;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (Ýngilizce) (Burslu);TYT;4;4;338,06324;362,51600;--;--;--;--;1;1;310,38547;310,38547;--;--;--;--;1;0;--;--
202753361;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (ÝÖ) (%50 Ýndirimli);TYT;42;32;161,12375;252,05335;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202753352;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (ÝÖ) (Burslu);TYT;7;7;314,29378;323,48121;--;--;--;--;1;1;232,28298;232,28298;--;--;--;--;1;0;--;--
202790375;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Gýda Kalite Kontrolü ve Analizi (%50 Ýndirimli);TYT;25;25;184,91758;264,98382;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202790373;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Gýda Kalite Kontrolü ve Analizi (Burslu);TYT;4;4;310,49058;317,50799;--;--;--;--;1;1;232,74841;232,74841;--;--;--;--;1;0;--;--
202790781;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (%25 Ýndirimli);TYT;41;41;244,16842;305,42956;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202751559;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (Burslu);TYT;10;10;335,49648;421,13014;--;--;--;--;1;1;306,30980;306,30980;--;--;--;--;2;0;--;--
202790760;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (ÝÖ) (%50 Ýndirimli);TYT;36;36;254,00857;311,32386;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752672;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (ÝÖ) (Burslu);TYT;7;7;325,74121;380,54613;--;--;--;--;1;1;239,63280;239,63280;--;--;--;--;1;0;--;--
202752645;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (ÝÖ) (Ücretli);TYT;6;6;231,64598;238,03226;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202751541;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (Ücretli);TYT;27;27;229,84036;293,35073;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202790669;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Laboratuvar Teknolojisi (%50 Ýndirimli);TYT;30;17;180,56008;273,11815;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202790456;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Laboratuvar Teknolojisi (Burslu);TYT;4;4;315,67648;379,60703;--;--;--;--;1;1;253,47620;253,47620;--;--;--;--;1;0;--;--
202790676;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Odyometri (%50 Ýndirimli);TYT;42;37;154,87032;284,56254;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752327;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Odyometri (Burslu);TYT;6;6;310,25356;314,25597;--;--;--;--;1;1;293,31826;293,31826;--;--;--;--;1;0;--;--
202790566;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Odyometri (ÝÖ) (%50 Ýndirimli);TYT;22;22;175,04237;288,62817;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752363;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Odyometri (ÝÖ) (Burslu);TYT;7;7;302,98823;310,11477;--;--;--;--;1;1;257,99393;257,99393;--;--;--;--;1;0;--;--
202752963;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Optisyenlik (%50 Ýndirimli);TYT;65;65;200,89092;307,46958;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752954;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Optisyenlik (Burslu);TYT;9;9;318,02760;421,04805;--;--;--;--;1;1;212,61752;212,61752;--;--;--;--;2;0;--;--
202753007;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Optisyenlik (ÝÖ) (%50 Ýndirimli);TYT;42;42;193,78154;291,35204;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752999;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Optisyenlik (ÝÖ) (Burslu);TYT;7;7;318,54263;350,86515;--;--;--;--;1;1;209,38549;209,38549;--;--;--;--;1;0;--;--
202752503;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ortopedik Protez ve Ortez (%50 Ýndirimli);TYT;42;33;155,84293;271,99098;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752496;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ortopedik Protez ve Ortez (Burslu);TYT;6;6;303,72782;326,70643;--;--;--;--;1;1;297,04534;297,04534;--;--;--;--;1;1;200,65650;200,65650
202790378;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Otopsi Yardýmcýlýðý (%50 Ýndirimli);TYT;48;48;208,95689;311,30124;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202790376;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Otopsi Yardýmcýlýðý (Burslu);TYT;7;7;316,70278;340,66277;--;--;--;--;1;1;276,90887;276,90887;--;--;--;--;1;0;--;--
202752654;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Patoloji Laboratuvar Teknikleri (%50 Ýndirimli);TYT;48;46;143,13045;225,22891;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752636;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Patoloji Laboratuvar Teknikleri (Burslu);TYT;7;7;310,20207;322,53378;--;--;--;--;1;1;304,03624;304,03624;--;--;--;--;1;0;--;--
202752733;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Patoloji Laboratuvar Teknikleri (ÝÖ) (%50 Ýndirimli);TYT;38;34;170,26031;254,10496;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752706;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Patoloji Laboratuvar Teknikleri (ÝÖ) (Burslu);TYT;6;6;302,43345;308,01355;--;--;--;--;1;1;260,55051;260,55051;--;--;--;--;1;0;--;--
202790381;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Podoloji (%50 Ýndirimli);TYT;38;29;180,98618;312,12712;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202790379;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Podoloji (Burslu);TYT;6;6;317,22259;355,80853;--;--;--;--;1;1;257,14521;257,14521;--;--;--;--;1;0;--;--
202752812;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Radyoterapi (%25 Ýndirimli);TYT;48;25;170,16991;239,73223;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752787;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Radyoterapi (Burslu);TYT;7;7;310,20357;314,76621;--;--;--;--;1;1;277,39955;277,39955;--;--;--;--;1;0;--;--
202790568;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Radyoterapi (ÝÖ) (%50 Ýndirimli);TYT;31;19;170,63974;232,00079;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752839;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Radyoterapi (ÝÖ) (Burslu);TYT;4;4;313,16119;319,81861;--;--;--;--;1;1;274,03156;274,03156;--;--;--;--;1;0;--;--
202754156;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Saç Bakýmý ve Güzellik Hizmetleri (%50 Ýndirimli);TYT;34;34;201,92742;298,74777;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202754138;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Saç Bakýmý ve Güzellik Hizmetleri (Burslu);TYT;5;5;311,37934;332,08546;--;--;--;--;1;1;227,44990;227,44990;--;--;--;--;1;1;254,16463;254,16463
202751117;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Saðlýk Kurumlarý Ýþletmeciliði (%50 Ýndirimli);TYT;15;15;207,92316;255,48036;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202750552;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Saðlýk Kurumlarý Ýþletmeciliði (Burslu);TYT;10;10;304,89261;330,76241;--;--;--;--;1;1;264,00343;264,00343;--;--;--;--;--;--;--;--
202751241;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli);TYT;68;68;225,65625;305,25033;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202751232;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik (Burslu);TYT;10;10;323,53060;356,53062;--;--;--;--;1;1;286,46018;286,46018;--;--;--;--;2;0;--;--
202751902;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik (ÝÖ) (%50 Ýndirimli);TYT;38;38;219,30426;281,21096;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202751895;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik (ÝÖ) (Burslu);TYT;6;6;316,84946;351,44536;--;--;--;--;1;1;295,42777;295,42777;--;--;--;--;1;0;--;--
202751708;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (%50 Ýndirimli);TYT;58;58;218,62309;304,72467;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202751577;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (Burslu);TYT;10;10;327,43581;341,51684;--;--;--;--;1;1;324,68244;324,68244;--;--;--;--;2;0;--;--
202790690;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (ÝÖ) (%50 Ýndirimli);TYT;42;42;206,69143;282,65034;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752593;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (ÝÖ) (Burslu);TYT;7;7;316,26355;325,24911;--;--;--;--;1;1;295,53394;295,53394;--;--;--;--;1;0;--;--
202751568;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (Ücretli);TYT;10;10;211,23818;242,05801;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752884;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri (%50 Ýndirimli);TYT;59;59;200,09869;257,75703;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752875;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri (Burslu);TYT;10;10;320,62665;333,10478;--;--;--;--;1;1;300,57230;300,57230;--;--;--;--;1;0;--;--
202790569;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri (ÝÖ) (%50 Ýndirimli);TYT;42;42;200,52734;267,65643;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
202752918;VAKIF;ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri (ÝÖ) (Burslu);TYT;7;7;311,49177;320,15283;--;--;--;--;1;1;230,95674;230,95674;--;--;--;--;1;0;--;--
208750242;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Bilgisayar Programcýlýðý (%50 Ýndirimli);TYT;59;59;284,39279;338,18830;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750241;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Bilgisayar Programcýlýðý (Burslu);TYT;10;10;358,88932;390,88429;--;--;--;--;1;1;304,22218;304,22218;--;--;--;--;1;0;--;--
208750614;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Biliþim Güvenliði Teknolojisi (%50 Ýndirimli);TYT;25;25;263,34431;328,95693;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750607;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Biliþim Güvenliði Teknolojisi (Burslu);TYT;4;4;342,35593;355,51546;--;--;--;--;1;1;299,86644;299,86644;--;--;--;--;1;0;--;--
208750628;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Mahkeme Büro Hizmetleri (%50 Ýndirimli);TYT;25;25;219,07913;303,99854;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750621;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Mahkeme Büro Hizmetleri (Burslu);TYT;4;4;313,32006;341,30074;--;--;--;--;1;1;212,52204;212,52204;--;--;--;--;1;1;189,69390;189,69390
208750244;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Saç Bakýmý ve Güzellik Hizmetleri (%50 Ýndirimli);TYT;30;30;217,61916;266,07575;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750243;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Saç Bakýmý ve Güzellik Hizmetleri (Burslu);TYT;4;4;320,93534;349,25781;--;--;--;--;1;1;268,40128;268,40128;--;--;--;--;1;0;--;--
208750191;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Aðýz ve Diþ Saðlýðý (%50 Ýndirimli);TYT;66;66;248,17528;304,37809;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750189;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Aðýz ve Diþ Saðlýðý (Burslu);TYT;10;10;326,04859;340,28035;--;--;--;--;1;1;318,55680;318,55680;--;--;--;--;2;0;--;--
208750271;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Aðýz ve Diþ Saðlýðý (Ücretli);TYT;2;2;243,91007;294,86015;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750207;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ameliyathane Hizmetleri (%50 Ýndirimli);TYT;62;62;223,52691;278,97537;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750206;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ameliyathane Hizmetleri (Burslu);TYT;10;10;315,65254;320,54611;--;--;--;--;1;1;306,43418;306,43418;--;--;--;--;1;0;--;--
208750404;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ameliyathane Hizmetleri (Ücretli);TYT;1;1;225,20588;225,20588;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750168;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Anestezi (%50 Ýndirimli);TYT;67;67;284,52438;312,52260;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750167;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Anestezi (Burslu);TYT;10;10;344,58041;361,46224;--;--;--;--;1;1;329,09841;329,09841;--;--;--;--;2;0;--;--
208750278;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Anestezi (Ücretli);TYT;1;1;264,22326;264,22326;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750022;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Çocuk Geliþimi (%50 Ýndirimli);TYT;42;42;205,54652;297,46857;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750013;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Çocuk Geliþimi (Burslu);TYT;7;7;310,52464;322,50027;--;--;--;--;1;1;292,09458;292,09458;--;--;--;--;1;0;--;--
208750642;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Diþ Protez Teknolojisi (%50 Ýndirimli);TYT;25;25;271,90231;296,81842;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750635;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Diþ Protez Teknolojisi (Burslu);TYT;4;4;339,47255;349,62905;--;--;--;--;1;1;317,29753;317,29753;--;--;--;--;1;1;288,69718;288,69718
208750246;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Eczane Hizmetleri (%50 Ýndirimli);TYT;47;47;220,18746;272,42308;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750245;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Eczane Hizmetleri (Burslu);TYT;7;7;315,44011;327,16484;--;--;--;--;1;1;278,05329;278,05329;--;--;--;--;1;0;--;--
208750049;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Elektronörofizyoloji (%50 Ýndirimli);TYT;29;17;175,92657;248,00454;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750031;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Elektronörofizyoloji (Burslu);TYT;4;4;309,24504;312,93816;--;--;--;--;1;1;297,63943;297,63943;--;--;--;--;1;0;--;--
208750067;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (%50 Ýndirimli);TYT;67;67;231,41077;304,14939;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750058;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (Burslu);TYT;10;10;323,07864;391,52723;--;--;--;--;1;1;312,22448;312,22448;--;--;--;--;2;0;--;--
208750285;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Fizyoterapi (Ücretli);TYT;1;1;241,02526;241,02526;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750085;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (%50 Ýndirimli);TYT;67;67;274,04944;304,98767;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750076;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (Burslu);TYT;10;10;332,32823;363,00364;--;--;--;--;1;1;330,30939;330,30939;--;--;--;--;2;0;--;--
208750292;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým (Ücretli);TYT;1;1;255,98114;255,98114;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750248;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Patoloji Laboratuvar Teknikleri (%50 Ýndirimli);TYT;42;42;188,74652;296,61550;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750247;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Patoloji Laboratuvar Teknikleri (Burslu);TYT;7;7;311,35116;321,70444;--;--;--;--;1;1;302,06318;302,06318;--;--;--;--;1;0;--;--
208750146;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli);TYT;28;28;255,48450;299,83811;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750137;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik (Burslu);TYT;4;4;329,14679;334,02880;--;--;--;--;1;1;299,62060;299,62060;--;--;--;--;1;0;--;--
208750164;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (%50 Ýndirimli);TYT;68;68;240,68043;297,55450;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
208750155;VAKIF;ÝSTANBUL KENT ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (Burslu);TYT;10;10;325,62358;338,24658;--;--;--;--;1;1;314,97044;314,97044;--;--;--;--;2;0;--;--
